,Unnamed: 0,rank,City,Country,Population,Prev,Growth,Area,GDP,Traffic_Index,CO2_Emission_Index,Temp_Jan,Temp_Feb,Temp_Mar,Temp_Apr,Temp_May,Temp_Jun,Temp_Jul,Temp_Aug,Temp_Sep,Temp_Oct,Temp_Nov,Temp_Dec,Temp_Avg,AQI_Avg,O3_Avg,SO2_Avg,PM2.5_Avg,PM10_Avg,CO_Avg,NO2_Avg,NO_Avg,NOX_Avg,C6H6_Avg,NMHC_Avg,GDP_Per_Capita,AQI_Max,AQI_Min,dominant_pollutant
223,223,224,Liuzhou,China,2226508,2165257,0.0283,18.677,,154.61,3442.37,,,,,,,,,,,,,,39.21084337349398,21.542168674698797,0.6867469879518072,9.427710843373495,21.41566265060241,274.4457831325301,14.596385542168674,14.144578313253012,37.234939759036145,0.0,0.0,10710.3777,91.0,21.0,PM2.5
224,224,225,Visakhapatnam,India,2225906,2174968,0.0234,682,,205.21,6005.35,25.0,26.0,28.0,29.0,31.0,30.0,29.0,29.0,29.0,29.0,27.0,25.0,28.0,86.60843373493977,17.753012048192772,7.5,29.867469879518072,53.4277108433735,347.8192771084337,12.108433734939759,4.168674698795181,12.843373493975903,1.6686746987951808,0.0,2337.9495,172.0,45.0,PM2.5
225,225,226,Xuzhou,China,2193219,2145970,0.022,11.259,97.8,154.61,3442.37,1.0,4.0,9.0,15.0,22.0,25.0,28.0,27.0,22.0,17.0,9.0,3.0,15.0,119.31927710843374,28.680722891566266,2.3795180722891565,43.37951807228916,92.78915662650603,278.22289156626505,29.93975903614458,2.644578313253012,13.536144578313253,0.0,0.0,10710.3777,154.0,83.0,PM2.5
226,226,227,Daegu,South Korea,2190571,2198962,-0.0038,883.5,56.9,146.1,2766.2,1.0,3.0,8.0,14.0,19.0,23.0,26.0,26.0,22.0,16.0,9.0,3.0,14.0,115.21084337349397,14.078313253012048,2.572289156626506,42.993975903614455,67.06626506024097,619.3072289156627,39.674698795180724,0.5,5.993975903614458,0.0,0.0,33999.6818,165.0,56.0,PM2.5
227,227,228,Naples,Italy,2182885,2186853,-0.0018,119,62.8,132.76,4262.63,9.0,10.0,12.0,15.0,19.0,23.0,26.0,26.0,22.0,19.0,14.0,10.0,17.0,70.89759036144578,16.734939759036145,2.0602409638554215,22.19277108433735,35.80722891566265,640.343373493976,41.39156626506024,0.04216867469879518,0.13253012048192772,1.644578313253012,0.0,34628.7455,162.0,30.0,PM2.5
228,228,229,Amman,Jordan,2182151,2148293,0.0158,1.680,,192.83,8130.73,9.0,10.0,12.0,17.0,21.0,25.0,26.0,26.0,25.0,21.0,15.0,10.0,18.0,100.57228915662651,33.48795180722892,1.6987951807228916,32.34939759036145,143.33132530120483,272.72289156626505,14.650602409638553,9.018072289156626,23.012048192771083,0.7771084337349398,0.0,4523.4108,314.0,52.0,PM10
229,229,230,Tijuana,Mexico,2181104,2140398,0.019,637,,176.1,7044.33,14.0,14.0,15.0,16.0,18.0,19.0,22.0,22.0,22.0,19.0,17.0,14.0,18.0,80.1566265060241,26.63855421686747,0.29518072289156627,25.849397590361445,33.01204819277108,399.40361445783134,25.02409638554217,3.6265060240963853,14.210843373493976,0.024096385542168676,0.0,9962.5973,138.0,40.0,PM2.5
230,230,231,Esfahan,Iran,2176927,2132037,0.0211,551,,215.39,7161.07,4.0,6.0,10.0,16.0,21.0,26.0,29.0,28.0,23.0,17.0,10.0,5.0,16.0,86.8,29.55,0.85,26.6,76.75,319.0,17.05,6.0,15.7,0.25,0.0,5829.7217,,,PM2.5
231,231,232,Phnom Penh,Cambodia,2143591,2077757,0.0317,679,,,,27.0,28.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,28.0,28.0,27.0,29.0,99.75,16.5,0.25,29.75,72.5,363.25,19.25,4.5,15.75,0.25,0.0,1729.508,,,PM2.5
232,232,233,Havana,Cuba,2142866,2140423,0.0011,728.3,,,,21.0,22.0,23.0,25.0,26.0,27.0,28.0,28.0,27.0,26.0,24.0,22.0,25.0,,,,,,,,,,,,7924.7767,,,
233,233,234,Nashik,India,2123018,2065728,0.0277,264.2,,205.21,6005.35,24.0,25.0,27.0,29.0,30.0,30.0,28.0,28.0,28.0,29.0,28.0,26.0,28.0,161.8121212121212,25.315151515151516,1.8484848484848484,84.01212121212122,134.9212121212121,996.3878787878788,44.903030303030306,11.121212121212121,26.53939393939394,0.7272727272727273,0.0,2337.9495,197.0,65.0,PM2.5
234,234,235,Grande Vitoria,Brazil,2109869,2075857,0.0164,,,175.56,5556.94,28.0,28.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,28.0,,,,,,,,,,,,9638.1461,,,
235,235,236,Vijayawada,India,2104113,2039845,0.0315,61.88,,205.21,6005.35,25.0,26.0,28.0,31.0,33.0,32.0,31.0,30.0,30.0,29.0,27.0,26.0,29.0,98.36144578313252,21.50602409638554,7.102409638554217,34.644578313253014,68.06626506024097,477.21084337349396,24.43975903614458,2.289156626506024,8.150602409638553,0.9457831325301205,0.0,2337.9495,180.0,40.0,PM2.5
236,236,237,Brussels,Belgium,2095688,2080788,0.0072,32.61,99.0,149.16,4772.49,4.0,4.0,7.0,10.0,14.0,16.0,18.0,18.0,15.0,11.0,7.0,4.0,11.0,34.765060240963855,13.0,0.43373493975903615,9.289156626506024,13.891566265060241,316.68674698795184,14.993975903614459,13.234939759036145,1.8072289156626506,0.9819277108433735,0.0,47607.0736,180.0,15.0,PM2.5
237,237,238,Mecca,Saudi Arabia,2078766,2042106,0.018,,,131.58,6872.21,18.0,21.0,24.0,29.0,33.0,36.0,36.0,37.0,35.0,30.0,24.0,20.0,29.0,,,,,,,,,,,,22355.5951,,,
238,238,239,Hiroshima,Japan,2077569,2083223,-0.0027,906.7,61.3,134.01,1752.17,6.0,6.0,9.0,15.0,20.0,23.0,27.0,29.0,25.0,19.0,13.0,8.0,17.0,36.51807228915663,21.602409638554217,0.9156626506024096,8.867469879518072,11.69277108433735,328.6566265060241,13.72289156626506,6.210843373493976,19.150602409638555,0.024096385542168676,68.49397590361446,43596.8659,98.0,16.0,PM2.5
239,239,240,Perth,Australia,2067333,2041959,0.0124,6.418,111.056,147.71,5701.5,25.0,25.0,23.0,20.0,16.0,14.0,13.0,13.0,14.0,17.0,20.0,22.0,18.0,50.096969696969694,19.03030303030303,1.0545454545454545,13.763636363636364,34.46666666666667,78.5878787878788,21.484848484848484,0.09090909090909091,0.40606060606060607,0.0,2.1818181818181817,57447.1711,153.0,16.0,PM2.5
240,240,241,Multan,Pakistan,2059534,2015091,0.0221,286,17.425,163.84,5960.32,13.0,16.0,22.0,28.0,34.0,35.0,34.0,33.0,31.0,27.0,21.0,15.0,26.0,159.86746987951807,23.981927710843372,16.52409638554217,85.16265060240964,127.63855421686748,833.4698795180723,21.813253012048193,0.03614457831325301,0.13855421686746988,0.0,0.6024096385542169,1254.4675,215.0,26.0,PM2.5
241,241,242,Yangzhou,China,2039472,1992773,0.0234,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
242,242,243,Minsk,Belarus,2038822,2028104,0.0053,348.8,14.0,109.35,3387.17,-4.0,-4.0,1.0,8.0,13.0,17.0,19.0,18.0,12.0,7.0,1.0,-3.0,7.0,50.795180722891565,19.048192771084338,2.4698795180722892,14.186746987951807,16.85542168674699,203.4879518072289,7.066265060240964,0.0,0.0,0.0,0.0,6742.0238,186.0,27.0,PM2.5
243,243,244,Bursa,Turkey,2021116,1986268,0.0175,,,191.94,5939.33,6.0,7.0,10.0,13.0,18.0,23.0,25.0,26.0,21.0,16.0,12.0,8.0,15.0,,,,,,,,,,,,9519.3901,,,
244,244,245,Baoding,China,2019960,1975790,0.0224,22.185,,154.61,3442.37,-3.0,1.0,7.0,14.0,21.0,25.0,27.0,26.0,21.0,14.0,5.0,-1.0,13.0,65.28915662650603,20.03012048192771,0.21084337349397592,19.90963855421687,32.873493975903614,353.9578313253012,16.156626506024097,2.6927710843373496,12.849397590361447,0.0,0.0,10710.3777,170.0,25.0,PM2.5
245,245,246,Aleppo,Syria,2003671,1916781,0.0453,190,,,,6.0,8.0,11.0,16.0,22.0,26.0,29.0,29.0,26.0,20.0,12.0,8.0,18.0,63.05555555555556,15.88888888888889,0.2222222222222222,14.944444444444445,23.833333333333332,313.05555555555554,11.944444444444445,3.7222222222222223,12.0,0.0,0.0,1212.7072,,,PM2.5
246,246,247,Putian,China,2002884,1907350,0.0501,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
247,247,248,Taizhou Zhejiang,China,1992626,1934847,0.0299,9.411,,154.61,3442.37,,,,,,,,,,,,,,71.16666666666667,14.0,0.0,20.833333333333332,30.833333333333332,354.5,16.833333333333332,5.333333333333333,17.0,0.0,0.0,10710.3777,,,PM2.5
248,248,249,Conakry,Guinea,1991134,1938272,0.0273,450,,,,24.0,24.0,25.0,26.0,26.0,24.0,25.0,24.0,23.0,23.0,25.0,24.0,25.0,67.0,13.0,0.0,12.0,15.0,285.0,4.0,0.0,5.0,0.0,0.0,1007.8354,,,PM2.5
249,249,250,Linyi Shandong,China,1984133,1936908,0.0244,17.192,,154.61,3442.37,-3.0,0.0,7.0,14.0,21.0,25.0,27.0,26.0,21.0,14.0,5.0,-1.0,13.0,,,,,,,,,,,,10710.3777,,,
250,250,251,Wuhu Anhui,China,1960681,1870281,0.0483,,,154.61,3442.37,4.0,7.0,11.0,18.0,23.0,26.0,29.0,29.0,24.0,19.0,12.0,7.0,17.0,,,,,,,,,,,,10710.3777,,,
251,251,252,Vienna,Austria,1944910,1929944,0.0078,414.6,112.0,79.85,1637.27,0.0,2.0,6.0,11.0,15.0,19.0,21.0,21.0,16.0,11.0,5.0,1.0,11.0,81.40490797546012,11.337423312883436,0.803680981595092,27.073619631901842,36.17791411042945,327.8834355828221,23.822085889570552,2.687116564417178,21.484662576687118,1.392638036809816,0.0,53264.8758,104.0,56.0,PM2.5
252,252,253,Kollam,India,1940571,1851558,0.0481,73.03,,205.21,6005.35,28.0,28.0,29.0,29.0,29.0,28.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,103.47272727272727,18.53939393939394,1.5393939393939393,36.121212121212125,72.43030303030304,650.9454545454546,17.933333333333334,5.072727272727272,27.163636363636364,1.121212121212121,0.0,2337.9495,153.0,44.0,PM2.5
253,253,254,Valencia,Venezuela,1934891,1910188,0.0129,134.6,60.274,152.02,6464.9,11.0,12.0,14.0,16.0,19.0,23.0,26.0,26.0,23.0,20.0,15.0,12.0,18.0,62.07142857142857,28.642857142857142,1.0952380952380953,17.714285714285715,21.464285714285715,121.60119047619048,18.261904761904763,1.9523809523809523,7.303571428571429,0.011904761904761904,0.0,2442.2962,84.0,37.0,PM2.5
254,254,255,Rajkot,India,1933522,1878032,0.0295,686,,205.21,6005.35,21.0,24.0,28.0,32.0,34.0,32.0,29.0,28.0,29.0,29.0,26.0,22.0,28.0,137.71686746987953,42.626506024096386,3.283132530120482,52.373493975903614,87.86746987951807,281.6927710843373,11.94578313253012,7.77710843373494,14.427710843373495,0.8614457831325302,0.0,2337.9495,160.0,56.0,PM2.5
255,255,256,Haikou,China,1931705,1889071,0.0226,2.237,,154.61,3442.37,17.0,20.0,23.0,26.0,28.0,29.0,29.0,29.0,28.0,26.0,23.0,19.0,25.0,77.644578313253,60.102409638554214,2.2710843373493974,19.427710843373493,41.096385542168676,355.9457831325301,3.8734939759036147,0.0963855421686747,0.24096385542168675,0.024096385542168676,0.0,10710.3777,150.0,51.0,PM2.5
256,256,257,Almaty,Kazakhstan,1927623,1895742,0.0168,682,36.0,133.74,4064.2,,,,,,,,,,,,,,63.75,58.75,2.25,20.25,46.0,351.75,3.75,0.0,0.0,0.0,0.0,9335.2121,,,PM2.5
257,257,258,Baixada Santista,Brazil,1911338,1892314,0.0101,,,175.56,5556.94,24.0,24.0,23.0,22.0,19.0,18.0,18.0,19.0,19.0,21.0,22.0,23.0,21.0,,,,,,,,,,,,9638.1461,,,
258,258,259,Yancheng Jiangsu,China,1907903,1864424,0.0233,16.921,,154.61,3442.37,11.0,13.0,15.0,19.0,23.0,27.0,30.0,30.0,27.0,23.0,19.0,13.0,21.0,101.93333333333334,37.93333333333333,1.9393939393939394,35.878787878787875,83.16363636363636,415.42424242424244,36.333333333333336,2.5636363636363635,19.33939393939394,0.0,0.0,10710.3777,130.0,74.0,PM2.5
259,259,260,Daqing,China,1907293,1859001,0.026,,39.7,154.61,3442.37,-19.0,-14.0,-5.0,6.0,15.0,21.0,23.0,22.0,15.0,6.0,-6.0,-16.0,4.0,,,,,,,,,,,,10710.3777,,,
260,260,261,Rabat,Morocco,1907071,1884802,0.0118,117,,134.7,3419.85,12.0,13.0,15.0,16.0,18.0,21.0,23.0,23.0,22.0,20.0,16.0,14.0,18.0,42.81927710843374,32.53012048192771,2.5,10.403614457831326,18.16867469879518,127.96385542168674,3.433734939759036,0.006024096385542169,0.06626506024096386,0.0,0.0,3455.7962,90.0,30.0,PM2.5
261,261,262,West Yorkshire,United Kingdom,1901947,1889095,0.0068,2.029,,132.6,4065.52,2.0,3.0,8.0,14.0,18.0,22.0,24.0,24.0,20.0,13.0,8.0,3.0,13.0,58.33734939759036,25.126506024096386,0.8192771084337349,16.162650602409638,23.186746987951807,255.09638554216866,24.83132530120482,10.132530120481928,23.63855421686747,0.0,0.0,42914.5839,81.0,30.0,PM2.5
262,262,263,Semarang,Indonesia,1901570,1866492,0.0188,,41.1,195.5,7119.87,27.0,27.0,28.0,28.0,29.0,28.0,28.0,28.0,29.0,29.0,29.0,28.0,28.0,,,,,,,,,,,,4374.1938,,,
263,263,264,Quito,Ecuador,1900571,1873763,0.0143,372.4,,171.01,6488.2,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,40.66265060240964,19.933734939759034,0.37349397590361444,9.91566265060241,14.090361445783133,375.43975903614455,11.55421686746988,0.0,0.0,0.0,0.0,6022.3132,56.0,24.0,PM2.5
264,264,265,Panama City,Panama,1899081,1860291,0.0209,75.517,,168.17,7572.7,,,,,,,,,,,,,,43.375,16.75,0.375,8.0,11.375,285.625,8.5,0.0,0.0,0.0,0.0,17229.8617,,,PM2.5
265,265,266,Hyderabad,Pakistan,1886734,1849829,0.02,650,75.2,163.84,5960.32,17.0,21.0,26.0,31.0,34.0,34.0,32.0,31.0,31.0,30.0,25.0,19.0,28.0,145.25301204819277,10.608433734939759,1.8855421686746987,60.83734939759036,153.25301204819277,763.6084337349398,37.234939759036145,5.9156626506024095,19.35542168674699,3.6144578313253013,0.0,1254.4675,181.0,89.0,PM2.5
266,266,267,Ludhiana,India,1885456,1856849,0.0154,159,,205.21,6005.35,13.0,17.0,22.0,28.0,32.0,33.0,31.0,30.0,29.0,26.0,20.0,15.0,25.0,165.2710843373494,12.180722891566266,6.572289156626506,86.92771084337349,183.96385542168676,819.2530120481928,34.24096385542169,19.36144578313253,39.98192771084337,1.6746987951807228,0.0,2337.9495,196.0,109.0,PM2.5
267,267,268,La Paz,Bolivia,1881796,1857797,0.0129,472,,,,9.0,9.0,9.0,8.0,7.0,5.0,5.0,6.0,7.0,9.0,9.0,10.0,8.0,37.60843373493976,37.78915662650602,1.1024096385542168,7.030120481927711,13.885542168674698,124.37349397590361,5.240963855421687,0.18072289156626506,0.536144578313253,0.04819277108433735,0.0,3976.3575,190.0,25.0,O3
268,268,269,Lianyungang,China,1877847,1820127,0.0317,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
269,269,270,Lome,Togo,1874394,1827878,0.0254,333,,,,28.0,29.0,29.0,29.0,28.0,27.0,26.0,26.0,27.0,27.0,28.0,28.0,28.0,96.75,23.125,3.875,43.125,99.5,327.875,20.75,15.875,27.375,1.0,0.0,723.2625,,,PM2.5
270,270,271,Davao City,Philippines,1866401,1825450,0.0224,2.444,,192.88,6379.59,27.0,28.0,28.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,74.02439024390245,27.609756097560975,0.7012195121951219,23.286585365853657,31.451219512195124,162.1829268292683,8.835365853658537,0.0,0.0,0.0,0.0,3503.4562,85.0,56.0,PM2.5
271,271,272,Leon de los Aldamas,Mexico,1848932,1825080,0.0131,,,176.1,7044.33,16.0,19.0,22.0,25.0,28.0,30.0,31.0,31.0,29.0,25.0,21.0,17.0,25.0,,,,,,,,,,,,9962.5973,,,
272,272,273,Zhuhai,China,1803711,1759378,0.0252,,38.0,154.61,3442.37,16.0,17.0,19.0,23.0,26.0,28.0,29.0,29.0,28.0,26.0,22.0,17.0,23.0,,,,,,,,,,,,10710.3777,,,
273,273,274,Turin,Italy,1795235,1792163,0.0017,130.2,76.9,132.76,4262.63,3.0,4.0,8.0,11.0,15.0,19.0,21.0,21.0,17.0,12.0,7.0,4.0,12.0,84.37349397590361,7.903614457831325,2.2951807228915664,28.156626506024097,40.31927710843374,810.8192771084338,47.433734939759034,2.6987951807228914,6.4397590361445785,1.8313253012048192,0.0,34628.7455,124.0,54.0,PM2.5
274,274,275,Bucharest,Romania,1794248,1803247,-0.005,228,63.43,125.8,3570.56,-1.0,1.0,6.0,12.0,17.0,21.0,23.0,23.0,18.0,12.0,6.0,0.0,11.0,84.80722891566265,6.728915662650603,3.6626506024096384,28.156626506024097,41.674698795180724,357.93373493975906,33.15060240963855,13.25301204819277,0.14457831325301204,1.7469879518072289,0.0,13756.5929,124.0,58.0,PM2.5
275,275,276,Adana,Turkey,1792565,1770850,0.0123,1.945,,191.94,5939.33,10.0,11.0,14.0,18.0,22.0,26.0,29.0,29.0,27.0,23.0,16.0,12.0,20.0,98.84939759036145,20.981927710843372,6.156626506024097,37.096385542168676,73.92771084337349,822.5060240963855,44.24698795180723,0.16265060240963855,0.0,0.018072289156626505,0.0,9519.3901,204.0,58.0,PM2.5
276,276,277,Warsaw,Poland,1789620,1783251,0.0036,517.2,105.0,109.92,3009.75,-1.0,0.0,3.0,9.0,14.0,17.0,19.0,19.0,14.0,9.0,4.0,0.0,9.0,93.31927710843374,8.644578313253012,1.1566265060240963,32.16265060240964,41.144578313253014,738.7831325301205,27.349397590361445,0.0,43.04216867469879,1.608433734939759,0.0,17019.1792,132.0,71.0,PM2.5
277,277,278,Hamburg,Germany,1788995,1789954,-0.0005,755.2,138.04,104.79,2405.51,2.0,2.0,5.0,8.0,12.0,15.0,18.0,17.0,14.0,10.0,5.0,2.0,9.0,104.68072289156626,5.355421686746988,2.0843373493975905,37.01807228915663,46.234939759036145,296.66265060240966,27.813253012048193,11.367469879518072,19.602409638554217,0.018072289156626505,0.0,49548.2308,151.0,65.0,PM2.5
278,278,279,Datong,China,1788913,1745333,0.025,,,154.61,3442.37,-10.0,-6.0,1.0,9.0,16.0,20.0,23.0,21.0,15.0,8.0,-1.0,-8.0,7.0,,,,,,,,,,,,10710.3777,,,
279,279,280,Benin City,Nigeria,1781999,1727169,0.0317,1.204,,307.47,7925.7,28.0,29.0,29.0,29.0,28.0,27.0,26.0,25.0,26.0,26.0,28.0,28.0,27.0,104.75,5.916666666666667,1.5833333333333333,33.25,42.333333333333336,387.0833333333333,24.833333333333332,9.0,25.166666666666668,0.4166666666666667,0.0,2346.8323,,,PM2.5
280,280,281,Budapest,Hungary,1771865,1768073,0.0021,525.2,58.5,126.99,2845.36,0.0,1.0,5.0,11.0,16.0,19.0,21.0,21.0,16.0,11.0,5.0,0.0,11.0,103.48387096774194,6.387096774193548,1.1741935483870967,36.329032258064515,51.535483870967745,284.28387096774196,32.9741935483871,0.0,40.354838709677416,1.1161290322580646,0.0,18448.3054,151.0,81.0,PM2.5
281,281,282,Madurai,India,1765534,1734173,0.0181,148,,205.21,6005.35,26.0,27.0,30.0,32.0,33.0,32.0,32.0,31.0,31.0,29.0,27.0,26.0,30.0,117.59627329192547,16.099378881987576,2.6770186335403725,43.869565217391305,71.86335403726709,345.2919254658385,24.48447204968944,3.0559006211180124,11.91304347826087,0.6459627329192547,0.0,2337.9495,163.0,71.0,PM2.5
282,282,283,Montevideo,Uruguay,1759906,1752388,0.0043,200,49.7,137.31,3235.89,23.0,23.0,21.0,18.0,15.0,11.0,11.0,12.0,14.0,17.0,19.0,22.0,17.0,104.0,19.5,2.0,40.0,53.5,304.0,28.5,2.5,8.5,0.0,0.0,18197.4899,,,PM2.5
283,283,284,Quanzhou,China,1755721,1694076,0.0364,11.219,,154.61,3442.37,,,,,,,,,,,,,,61.22360248447205,42.88198757763975,3.639751552795031,16.875776397515526,42.49689440993789,302.39130434782606,9.254658385093167,1.0993788819875776,8.968944099378882,0.0,0.0,10710.3777,120.0,36.0,PM2.5
284,284,285,Palembang,Indonesia,1753269,1722700,0.0177,400.6,33.5,195.5,7119.87,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,28.0,82.35802469135803,24.660493827160494,0.7160493827160493,27.30246913580247,47.77777777777778,263.15432098765433,26.12962962962963,0.006172839506172839,0.08024691358024691,0.0,0.0,4374.1938,104.0,61.0,PM2.5
285,285,286,Santa Cruz,Bolivia,1748540,1712688,0.0209,41,,,,27.0,26.0,26.0,25.0,22.0,21.0,21.0,23.0,25.0,26.0,27.0,27.0,25.0,53.16564417177914,13.01840490797546,0.1901840490797546,14.503067484662576,37.82208588957055,443.9877300613497,28.12269938650307,9.024539877300613,21.920245398773005,0.0,3.9263803680981595,3976.3575,87.0,13.0,PM2.5
286,286,287,Matola,Mozambique,1748247,1705886,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.6062,,,
287,287,288,Gaziantep,Turkey,1739687,1704118,0.0209,6.819,,191.94,5939.33,4.0,6.0,9.0,14.0,19.0,25.0,29.0,29.0,24.0,18.0,11.0,6.0,16.0,137.6273291925466,11.186335403726709,19.770186335403725,59.50931677018634,96.95652173913044,1399.4037267080746,58.40372670807454,0.0,0.0,0.0,0.0,9519.3901,221.0,72.0,PM2.5
288,288,289,Sharjah,United Arab Emirates,1736799,1684649,0.031,235.5,,168.78,7981.74,,,,,,,,,,,,,,116.9877300613497,24.073619631901842,6.785276073619632,42.49079754601227,74.88957055214723,348.28834355828224,59.26993865030675,0.0,0.0,0.0,0.0,44953.0577,153.0,80.0,PM2.5
289,289,290,Phoenix,United States,1733630,1707310,0.0154,1.338,272.113,151.34,7301.07,14.0,16.0,19.0,23.0,28.0,33.0,35.0,34.0,32.0,25.0,18.0,13.0,24.0,69.8625,15.8875,0.60625,20.90625,72.11875,536.1125,36.93125,8.44375,0.0,0.0,0.0,66678.0263,134.0,26.0,PM2.5
290,290,291,Lyon,France,1733581,1719268,0.0083,47.87,88.2,125.7,3189.0,4.0,5.0,9.0,12.0,16.0,20.0,22.0,22.0,18.0,14.0,8.0,4.0,13.0,61.93037974683544,14.727848101265822,1.3291139240506329,17.59493670886076,30.373417721518987,172.72784810126583,31.575949367088608,11.99367088607595,5.506329113924051,0.23417721518987342,0.0,43958.7034,99.0,39.0,PM2.5
291,291,292,Meerut,India,1728435,1696440,0.0189,450,,205.21,6005.35,14.0,18.0,23.0,29.0,33.0,33.0,32.0,31.0,30.0,27.0,21.0,16.0,26.0,190.40993788819875,13.043478260869565,6.3354037267080745,129.055900621118,235.9503105590062,901.3416149068323,46.35403726708075,11.347826086956522,34.01863354037267,0.5962732919254659,0.0,2337.9495,270.0,55.0,PM2.5
292,292,293,Jiangmen,China,1713021,1687310,0.0152,9.443,,154.61,3442.37,,,,,,,,,,,,,,114.40993788819875,33.08074534161491,4.254658385093168,40.43478260869565,89.16770186335404,721.6770186335403,41.20496894409938,0.0,0.0,0.0,0.0,10710.3777,166.0,65.0,PM2.5
293,293,294,Can Tho,Vietnam,1703487,1617602,0.0531,1.439,,109.53,3536.19,-5.0,-5.0,0.0,7.0,14.0,19.0,22.0,21.0,17.0,10.0,4.0,-1.0,9.0,91.25308641975309,33.20987654320987,3.2839506172839505,30.901234567901234,42.53086419753087,536.9753086419753,14.981481481481481,0.0,0.0,0.0,0.0,2876.3915,152.0,51.0,PM2.5
294,294,295,Raipur,India,1702048,1642169,0.0365,226,,205.21,6005.35,21.0,24.0,29.0,32.0,35.0,32.0,28.0,28.0,28.0,27.0,24.0,22.0,28.0,123.92592592592592,24.74074074074074,27.450617283950617,51.82098765432099,90.03086419753086,673.0061728395061,19.0,6.450617283950617,12.87037037037037,0.0,0.0,2337.9495,193.0,34.0,PM2.5
295,295,296,Varanasi,India,1692509,1664942,0.0166,,,205.21,6005.35,16.0,20.0,25.0,31.0,33.0,34.0,31.0,30.0,30.0,27.0,23.0,18.0,26.0,,,,,,,,,,,,2337.9495,,,
296,296,297,Xiangyang,China,1684991,1657726,0.0164,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
297,297,298,Mosul,Iraq,1683029,1629932,0.0326,180,,,,7.0,9.0,12.0,17.0,23.0,30.0,33.0,32.0,28.0,22.0,14.0,8.0,19.0,144.85714285714286,36.57142857142857,45.42857142857143,66.28571428571429,102.42857142857143,696.2857142857143,26.0,1.8571428571428572,3.5714285714285716,0.0,0.0,5996.5007,,,PM2.5
298,298,299,Glasgow,United Kingdom,1680669,1673332,0.0044,175,66.4,132.6,4065.52,4.0,4.0,6.0,8.0,11.0,13.0,15.0,15.0,12.0,9.0,6.0,4.0,9.0,39.42944785276074,25.613496932515336,0.7914110429447853,9.012269938650308,14.644171779141104,180.0,21.503067484662576,16.73006134969325,34.39877300613497,0.0,0.0,42914.5839,60.0,19.0,PM2.5
299,299,300,Novosibirsk,Russia,1675866,1663748,0.0073,502.7,,181.39,4341.94,-20.0,-17.0,-6.0,4.0,10.0,17.0,19.0,16.0,10.0,3.0,-7.0,-14.0,1.0,42.833333333333336,25.0,0.8333333333333334,9.5,17.666666666666668,219.66666666666666,22.0,17.333333333333332,38.166666666666664,0.0,0.0,11427.845,,,PM2.5
300,300,301,Shiraz,Iran,1675226,1651362,0.0145,,,215.39,7161.07,10.0,12.0,16.0,21.0,27.0,31.0,33.0,32.0,28.0,23.0,16.0,12.0,22.0,,,,,,,,,,,,5829.7217,,,
301,301,302,La Laguna,Mexico,1674258,1614854,0.0368,,,176.1,7044.33,13.0,15.0,16.0,18.0,19.0,19.0,18.0,18.0,18.0,17.0,15.0,14.0,17.0,,,,,,,,,,,,9962.5973,,,
302,302,303,Cixi,China,1672457,1609221,0.0393,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
303,303,304,Stockholm,Sweden,1656571,1632798,0.0146,188,170.0,101.05,2457.77,-1.0,-1.0,1.0,6.0,11.0,15.0,18.0,17.0,12.0,7.0,3.0,0.0,7.0,61.29375,13.63125,0.53125,17.21875,31.2625,368.16875,29.9625,0.0,0.0,0.0,0.0,56762.8353,88.0,47.0,PM2.5
304,304,305,Anshan,China,1647001,1629166,0.0109,,,154.61,3442.37,-11.0,-6.0,1.0,9.0,17.0,21.0,24.0,24.0,18.0,10.0,0.0,-8.0,8.0,,,,,,,,,,,,10710.3777,,,
305,305,306,Auckland,New Zealand,1630092,1606564,0.0146,1.086,79.662,127.25,5151.65,20.0,20.0,19.0,16.0,14.0,12.0,11.0,12.0,13.0,14.0,16.0,18.0,15.0,42.0,14.604938271604938,0.43209876543209874,10.037037037037036,35.45679012345679,69.75925925925925,14.685185185185185,0.0,0.0,0.0,0.0,46278.4451,62.0,23.0,PM2.5
