,city,area,unit,url
329,Tiruppur,159.6,km2,https://www.google.com/search?q=Tiruppur+surface+area
330,Rosario,IDD:,,https://www.google.com/search?q=Rosario+surface+area
331,Munich,310.7,km2,https://www.google.com/search?q=Munich+surface+area
332,Gaoxiong,,,https://www.google.com/search?q=Gaoxiong+surface+area
333,Harare,960.6,km2,https://www.google.com/search?q=Harare+surface+area
334,Ciudad Juarez,321.2,km2,https://www.google.com/search?q=Ciudad+Juarez+surface+area
335,Anyang,,,https://www.google.com/search?q=Anyang+surface+area
336,Kananga,743,km2,https://www.google.com/search?q=Kananga+surface+area
337,Gwangju,501.2,km2,https://www.google.com/search?q=Gwangju+surface+area
338,Suqian,8.555,km2,https://www.google.com/search?q=Suqian+surface+area
339,Jining Shandong,,,https://www.google.com/search?q=Jining+Shandong+surface+area
340,Medina,,,https://www.google.com/search?q=Medina+surface+area
341,Yekaterinburg,468,km2,https://www.google.com/search?q=Yekaterinburg+surface+area
342,Abu Dhabi,972,km2,https://www.google.com/search?q=Abu+Dhabi+surface+area
343,Jodhpur,233.5,km2,https://www.google.com/search?q=Jodhpur+surface+area
344,Grande Sao Luis,,,https://www.google.com/search?q=Grande+Sao+Luis+surface+area
345,Edmonton,684.4,km2,https://www.google.com/search?q=Edmonton+surface+area
346,Natal,Total,,https://www.google.com/search?q=Natal+surface+area
347,Tegucigalpa,1.502,km2,https://www.google.com/search?q=Tegucigalpa+surface+area
348,Onitsha,52,km2,https://www.google.com/search?q=Onitsha+surface+area
349,N-Djamena,104,km2,https://www.google.com/search?q=N-Djamena+surface+area
350,Ranchi,175.1,km2,https://www.google.com/search?q=Ranchi+surface+area
351,Kathmandu,49.45,km2,https://www.google.com/search?q=Kathmandu+surface+area
352,Jabalpur,367,km2,https://www.google.com/search?q=Jabalpur+surface+area
353,Mandalay,163.8,km2,https://www.google.com/search?q=Mandalay+surface+area
354,Zhangjiakou,,,https://www.google.com/search?q=Zhangjiakou+surface+area
355,Huainan,,,https://www.google.com/search?q=Huainan+surface+area
356,Asansol,326,km2,https://www.google.com/search?q=Asansol+surface+area
357,Chaozhou,,,https://www.google.com/search?q=Chaozhou+surface+area
358,Kota,570.4,km2,https://www.google.com/search?q=Kota+surface+area
359,San Diego,964.5,km2,https://www.google.com/search?q=San+Diego+surface+area
360,Kharkiv,350,km2,https://www.google.com/search?q=Kharkiv+surface+area
361,San Jose,469.7,km2,https://www.google.com/search?q=San+Jose+surface+area
362,Chon Buri,,,https://www.google.com/search?q=Chon+Buri+surface+area
363,Allahabad,365,km2,https://www.google.com/search?q=Allahabad+surface+area
364,Gwalior,289,km2,https://www.google.com/search?q=Gwalior+surface+area
365,Ottawa,2.790,km2,https://www.google.com/search?q=Ottawa+surface+area
366,Zurich,87.88,km2,https://www.google.com/search?q=Zurich+surface+area
367,Belgrade,360,km2,https://www.google.com/search?q=Belgrade+surface+area
368,Amritsar,139,km2,https://www.google.com/search?q=Amritsar+surface+area
369,Joao Pessoa,211.5,km2,https://www.google.com/search?q=Joao+Pessoa+surface+area
370,Yiwu,,,https://www.google.com/search?q=Yiwu+surface+area
371,Basra,181,km2,https://www.google.com/search?q=Basra+surface+area
372,Taizhou Jiangsu,5.787,km2,https://www.google.com/search?q=Taizhou+Jiangsu+surface+area
373,Nouakchott,1.036,km2,https://www.google.com/search?q=Nouakchott+surface+area
374,Queretaro,363,km2,https://www.google.com/search?q=Queretaro+surface+area
